date,game_id,season,round,venue,team_1,team_2,home_team_1,margin,winner,supercoach_1,supercoach_2,elo_1,elo_2
2016-05-28,858,2016,10,Docklands,St Kilda,Fremantle,1,34,1,76.5,69.0,1342.1807957922122,1443.0418443741703
2016-05-28,859,2016,10,M.C.G.,Essendon,Richmond,1,-38,0,67.5,78.0,1314.9588961225236,1550.547467414891
2016-05-29,860,2016,10,M.C.G.,Western Bulldogs,Collingwood,0,21,1,79.5,71.0,1478.0333349136044,1484.3259187354636
2016-05-29,861,2016,10,Docklands,Geelong,Carlton,0,-19,0,69.0,75.5,1602.9269156705705,1352.7705265557022
2016-05-29,862,2016,10,Subiaco,Gold Coast,West Coast,0,-77,0,66.5,78.5,1273.8913677804871,1724.4958636310757
2016-06-03,863,2016,11,Bellerive Oval,North Melbourne,Richmond,1,70,1,79.0,60.5,1724.9003260183995,1556.6934362542083
2016-06-04,864,2016,11,Carrara,Gold Coast,Sydney,1,-38,0,59.5,76.5,1296.805383286607,1698.7916150830883
2016-06-04,865,2016,11,Kardinia Park,Geelong,GWS,1,10,1,76.5,66.0,1748.6732021164987,1410.8716871455667
2016-06-04,866,2016,11,Subiaco,Essendon,Fremantle,0,-79,0,60.0,91.5,1308.8129272832061,1593.805660945262
2016-06-04,867,2016,11,M.C.G.,Hawthorn,Melbourne,1,18,1,73.5,65.5,1690.9125583659154,1273.695451981248
2016-06-04,868,2016,11,Docklands,Carlton,Brisbane,1,38,1,78.0,67.5,1417.024240109774,1250.5395152213957
2016-06-05,869,2016,11,Docklands,West Coast,Western Bulldogs,0,-8,0,66.5,80.0,1556.581848124956,1533.30497789415
2016-06-05,870,2016,11,M.C.G.,Collingwood,Port Adelaide Power,1,-67,0,72.0,78.0,1469.054275754918,1493.2817088314382
2016-06-05,871,2016,11,Adelaide Oval,St Kilda,Adelaide,0,-88,0,61.5,86.0,1321.4169792211205,1579.8342063622456
2016-06-10,872,2016,12,Docklands,Hawthorn,Essendon,0,108,1,77.0,67.5,1693.4038650625205,1343.9412203522215
2016-06-11,873,2016,12,Docklands,Geelong,North Melbourne,1,31,1,70.5,65.0,1582.427694211419,1608.1570498349533
2016-06-11,874,2016,12,Gabba,Brisbane,Fremantle,1,-83,0,74.5,75.5,1267.223333831793,1428.6773678762465
2016-06-11,875,2016,12,Adelaide Oval,Western Bulldogs,Port Adelaide Power,0,3,1,67.0,76.5,1509.3084202984828,1522.2374185620977
2016-06-11,876,2016,12,Subiaco,West Coast,Adelaide,1,-29,0,61.5,82.5,1710.578405720623,1570.362812370754
2016-06-12,877,2016,12,Docklands,St Kilda,Carlton,1,32,1,72.5,73.5,1355.8883732126121,1385.3404214993766
2016-06-12,878,2016,12,M.C.G.,Richmond,Gold Coast,1,17,1,86.5,62.5,1588.4367124376545,1269.1063262162004
2016-06-12,879,2016,12,Sydney Showground,Sydney,GWS,0,-42,0,62.0,90.5,1701.4906721534949,1432.1171950506464
2016-06-13,880,2016,12,M.C.G.,Melbourne,Collingwood,1,46,1,85.0,67.5,1271.204145284643,1415.0985660242586
2016-06-17,881,2016,13,Docklands,North Melbourne,Hawthorn,1,-9,0,77.0,61.0,1632.0482504586612,1696.943361597381
2016-06-18,882,2016,13,Docklands,Geelong,Western Bulldogs,0,57,1,76.0,68.0,1598.5364935877112,1524.8663525092902
2016-06-18,883,2016,13,Subiaco,Fremantle,Port Adelaide Power,1,17,1,76.5,67.5,1607.1687364537433,1491.6794863512903
2016-06-18,884,2016,13,Gabba,West Coast,Brisbane,0,49,1,68.0,73.0,1519.8333767302233,1258.7319652542963
2016-06-19,885,2016,13,S.C.G.,Melbourne,Sydney,0,-55,0,70.0,86.0,1292.0841510702282,1701.7404947060554
2016-06-19,886,2016,13,Docklands,GWS,Essendon,0,27,1,74.0,73.5,1431.8673724980858,1340.401723817361
2016-06-23,887,2016,14,Adelaide Oval,Adelaide,North Melbourne,1,33,1,85.0,75.5,1606.1078413611538,1579.817863587879
2016-06-24,888,2016,14,M.C.G.,Collingwood,Fremantle,1,48,1,86.0,64.0,1434.2185602386733,1447.358537613754
2016-06-25,889,2016,14,Sydney Showground,Carlton,GWS,0,-62,0,69.0,74.0,1369.0719113780542,1468.007249553023
2016-06-25,890,2016,14,M.C.G.,Brisbane,Richmond,0,-42,0,61.5,76.0,1228.2727016830734,1592.554594026968
2016-06-25,891,2016,14,Docklands,St Kilda,Geelong,1,3,1,69.0,72.0,1332.1568833339345,1610.402723397
2016-06-26,892,2016,14,York Park,Hawthorn,Gold Coast,1,26,1,81.0,60.5,1834.1737484681632,1264.9884446268868
2016-06-30,893,2016,15,Subiaco,Essendon,West Coast,0,-78,0,54.5,81.0,1289.2618467624238,1695.2926403014462
2016-07-01,894,2016,15,Adelaide Oval,Port Adelaide Power,Richmond,1,38,1,77.5,72.5,1496.4896851912797,1555.836329116316
2016-07-02,895,2016,15,M.C.G.,Carlton,Collingwood,1,-12,0,65.5,79.5,1358.23146698146,1409.7855883414375
2016-07-02,896,2016,15,S.C.G.,Sydney,Western Bulldogs,1,-4,0,67.5,78.0,1704.3330481442813,1513.0001227000014
2016-07-02,897,2016,15,Carrara,St Kilda,Gold Coast,0,-40,0,66.5,84.0,1357.1246082758266,1288.8968512421086
2016-07-03,898,2016,15,M.C.G.,Adelaide,Melbourne,0,22,1,82.5,69.5,1604.9749731273341,1329.4915976320024
2016-07-07,899,2016,16,Adelaide Oval,Hawthorn,Port Adelaide Power,0,22,1,88.5,74.5,1710.2653418529414,1514.0272539207617
2016-07-08,900,2016,16,Kardinia Park,Geelong,Sydney,1,-38,0,65.5,80.5,1755.434998455108,1656.8173733973663
2016-07-09,901,2016,16,Marrara Oval,Fremantle,Melbourne,0,-32,0,59.0,86.5,1431.7915095109897,1294.3923701956653
2016-07-09,902,2016,16,Docklands,Western Bulldogs,Richmond,1,10,1,72.5,72.5,1575.5157974469164,1538.298760386834
2016-07-09,903,2016,16,Sydney Showground,GWS,Collingwood,1,-32,0,67.0,79.0,1478.8476939496172,1422.5760110854878
2016-07-09,904,2016,16,Carrara,Gold Coast,Brisbane,1,26,1,77.0,70.0,1306.8051910495105,1224.9909665937255
2016-07-10,905,2016,16,M.C.G.,Carlton,Adelaide,1,-60,0,61.0,82.0,1385.4410442374096,1610.0742005636712
2016-07-10,906,2016,16,Subiaco,West Coast,North Melbourne,1,32,1,81.0,58.0,1697.935053899814,1565.9507318216986
2016-07-10,907,2016,16,Docklands,St Kilda,Essendon,0,11,1,75.5,70.0,1339.2162684684247,1286.619433164056
2016-07-14,908,2016,17,S.C.G.,Hawthorn,Sydney,0,5,1,82.0,73.0,1717.5921834493652,1700.9642637985705
2016-07-15,909,2016,17,Subiaco,Fremantle,Geelong,1,-17,0,64.0,73.0,1581.1505604906024,1566.2881080539037
2016-07-16,910,2016,17,Docklands,Port Adelaide Power,North Melbourne,0,28,1,77.5,64.0,1491.700412324338,1596.389799012278
2016-07-16,911,2016,17,M.C.G.,Essendon,Richmond,0,-19,0,67.0,81.5,1273.873031578532,1564.8994313993928
2016-07-16,912,2016,17,Adelaide Oval,Collingwood,Adelaide,0,-28,0,75.5,75.5,1439.9844324349447,1631.5340960991985
2016-07-16,913,2016,17,Cazaly's Stadium,Western Bulldogs,Gold Coast,1,48,1,86.5,59.0,1558.9151264343575,1293.3368587481664
2016-07-17,914,2016,17,M.C.G.,Carlton,West Coast,1,-7,0,70.5,78.5,1378.9811487018824,1537.4959867092346
2016-07-17,915,2016,17,Docklands,Melbourne,St Kilda,0,-36,0,67.5,77.5,1305.0333192160526,1391.9626700539488
2016-07-17,916,2016,17,Gabba,GWS,Brisbane,0,79,1,85.5,60.5,1436.4392726001604,1238.4592988950697
2016-07-22,917,2016,18,Docklands,North Melbourne,Collingwood,0,40,1,82.5,72.0,1537.0019932968148,1432.5071132085013
2016-07-23,918,2016,18,Carrara,Fremantle,Gold Coast,0,-24,0,66.5,77.5,1395.5092879505312,1312.991741133926
2016-07-23,919,2016,18,Docklands,St Kilda,Western Bulldogs,0,15,1,80.0,74.5,1363.2860309571427,1554.2602440485978
2016-07-23,920,2016,18,Subiaco,Melbourne,West Coast,0,-6,0,72.5,62.5,1293.7099583128588,1716.090736155931
2016-07-23,921,2016,18,S.C.G.,Carlton,Sydney,0,-6,0,64.5,76.0,1330.386399255186,1686.68160119735
2016-07-23,922,2016,18,Kardinia Park,Geelong,Adelaide,1,30,1,73.0,69.5,1751.9293805939749,1624.0114153256418
2016-07-24,923,2016,18,Docklands,Essendon,Brisbane,1,-37,0,67.5,63.5,1309.1413974369577,1206.1878390801419
2016-07-24,924,2016,18,M.C.G.,Hawthorn,Richmond,1,70,1,81.5,59.0,1731.8748460505858,1529.631065540967
2016-07-24,925,2016,18,Adelaide Oval,Port Adelaide Power,GWS,1,-19,0,67.0,84.5,1526.0882180398012,1443.7107324150882
2016-07-29,926,2016,19,Kardinia Park,Western Bulldogs,Geelong,0,-25,0,71.0,83.0,1531.7561742433518,1761.6434321520117
2016-07-30,927,2016,19,M.C.G.,Collingwood,West Coast,1,19,1,80.5,69.5,1461.8872387029594,1548.5149758131627
2016-07-30,928,2016,19,Gabba,Port Adelaide Power,Brisbane,0,94,1,91.0,56.0,1492.5968765709288,1250.507015961924
2016-07-30,929,2016,19,Manuka Oval,Richmond,GWS,0,-88,0,61.5,72.0,1522.4939644928265,1487.2020738839606
2016-07-30,930,2016,19,Docklands,St Kilda,North Melbourne,0,-23,0,60.5,86.0,1385.7901007623886,1547.6218678023567
2016-07-30,931,2016,19,York Park,Carlton,Hawthorn,0,-19,0,74.0,73.5,1326.9678581368537,1864.0119470987263
2016-07-31,932,2016,19,M.C.G.,Gold Coast,Melbourne,0,-2,0,67.0,83.0,1306.4888013988902,1331.285718655627
2016-07-31,933,2016,19,Adelaide Oval,Essendon,Adelaide,0,-82,0,60.5,85.0,1249.8222205551756,1629.297363767605
2016-07-31,934,2016,19,Subiaco,Fremantle,Sydney,1,-90,0,66.5,75.0,1547.012227685567,1665.1001423156822
2016-08-05,935,2016,20,M.C.G.,Richmond,Collingwood,1,15,1,78.0,65.5,1505.9755100459117,1440.551635812196
2016-08-06,936,2016,20,Carrara,GWS,Gold Coast,0,8,1,78.5,75.0,1478.7205283308754,1317.557556295323
2016-08-06,937,2016,20,M.C.G.,Hawthorn,Melbourne,0,-29,0,58.5,73.0,1740.3157562633414,1305.2169637591944
2016-08-06,938,2016,20,Adelaide Oval,Brisbane,Adelaide,0,-138,0,49.0,91.0,1219.5419166292606,1632.3320740282531
2016-08-06,939,2016,20,Docklands,North Melbourne,Western Bulldogs,0,-14,0,81.0,67.5,1556.1000050092073,1525.4482672176996
2016-08-06,940,2016,20,S.C.G.,Port Adelaide Power,Sydney,0,-67,0,64.0,87.0,1498.5619759035922,1700.1895303008703
2016-08-07,941,2016,20,Docklands,Geelong,Essendon,1,66,1,80.5,71.0,1597.9513391776638,1246.7875102945275
2016-08-07,942,2016,20,M.C.G.,Carlton,St Kilda,1,-71,0,54.0,88.0,1365.6640489722386,1377.3119635555381
2016-08-07,943,2016,20,Subiaco,Fremantle,West Coast,1,-46,0,69.5,68.0,1366.922839700379,1529.850578703926
2016-08-12,944,2016,21,Docklands,Western Bulldogs,Collingwood,1,3,1,66.0,82.5,1581.7681864649492,1428.3432929914918
2016-08-13,945,2016,21,Docklands,Sydney,St Kilda,0,70,1,76.5,59.5,1682.3459435241593,1431.8092709789594
2016-08-13,946,2016,21,Adelaide Oval,Melbourne,Port Adelaide Power,0,40,1,80.0,67.5,1332.9509366293264,1506.405562680303
2016-08-13,947,2016,21,Gabba,Carlton,Brisbane,0,-4,0,69.0,63.5,1311.1667415488173,1241.9917727774948
2016-08-13,948,2016,21,Sydney Showground,GWS,West Coast,1,-1,0,88.5,64.5,1512.2221008562124,1538.290396616021
2016-08-13,949,2016,21,M.C.G.,Hawthorn,North Melbourne,1,39,1,82.0,68.0,1752.5817833932094,1539.7800857619577
2016-08-14,950,2016,21,Subiaco,Adelaide,Fremantle,0,72,1,86.0,67.0,1619.882217880019,1528.4830217882838
2016-08-14,951,2016,21,M.C.G.,Geelong,Richmond,0,4,1,75.5,72.5,1601.460377792469,1518.183852866616
2016-08-14,952,2016,21,Docklands,Essendon,Gold Coast,1,6,1,80.5,67.0,1283.2784716797223,1284.055983769986
2016-08-19,953,2016,22,Subiaco,Hawthorn,West Coast,0,-25,0,70.0,73.0,1719.3935943675583,1722.1670450300385
2016-08-20,954,2016,22,Docklands,Collingwood,Gold Coast,1,71,1,90.0,52.5,1459.5677449033674,1269.0224159307345
2016-08-20,955,2016,22,M.C.G.,Richmond,St Kilda,1,-9,0,72.5,82.0,1546.7118840034725,1386.073147348352
2016-08-20,956,2016,22,Adelaide Oval,Port Adelaide Power,Adelaide,1,-15,0,65.0,80.0,1469.4827439262394,1631.0247740578598
2016-08-20,957,2016,22,Bellerive Oval,Sydney,North Melbourne,0,9,1,71.0,74.5,1688.0820671547667,1657.9682747876088
2016-08-20,958,2016,22,Sydney Showground,GWS,Fremantle,1,92,1,79.5,62.0,1498.345452442195,1347.340465610443
2016-08-21,959,2016,22,Docklands,Essendon,Western Bulldogs,1,-40,0,65.0,75.0,1258.3120395189737,1550.5437345530736
2016-08-21,960,2016,22,M.C.G.,Melbourne,Carlton,0,-20,0,71.5,72.5,1354.87375538339,1293.2190655606112
2016-08-21,961,2016,22,Gabba,Brisbane,Geelong,1,-60,0,67.5,80.5,1259.939448765701,1612.9323466556125
2016-08-26,962,2016,23,Adelaide Oval,Adelaide,West Coast,1,-29,0,74.0,73.0,1654.513059159593,1567.047308082995
2016-08-27,963,2016,23,Kardinia Park,Melbourne,Geelong,0,-111,0,59.5,82.0,1337.2395021507534,1786.4088916242779
2016-08-27,964,2016,23,M.C.G.,Essendon,Carlton,1,24,1,80.5,61.5,1253.6079910961844,1310.8533187932478
2016-08-28,965,2016,23,M.C.G.,Collingwood,Hawthorn,0,-1,0,78.5,73.0,1427.0775659559915,1704.5133313146018
2016-08-28,966,2016,23,Subiaco,Western Bulldogs,Fremantle,0,-20,0,67.5,88.5,1555.247782975863,1508.4781826428991
2016-08-28,967,2016,23,Docklands,Brisbane,St Kilda,0,-58,0,68.0,77.0,1231.4629037970356,1447.553177680021
2017-03-23,968,2017,1,M.C.G.,Richmond,Carlton,0,43,1,74.5,58.5,1479.2519808650777,1293.4039640198264
2017-03-24,969,2017,1,M.C.G.,Western Bulldogs,Collingwood,0,14,1,68.0,71.0,1538.2406858350566,1462.0257305996054
2017-03-25,970,2017,1,M.C.G.,Hawthorn,Essendon,0,-25,0,69.0,79.5,1709.565166670988,1271.0573458696058
2017-03-25,971,2017,1,Carrara,Gold Coast,Brisbane,1,-2,0,71.0,69.5,1278.4702688837501,1224.75024921025
2017-03-25,972,2017,1,S.C.G.,Sydney,Port Adelaide Power,1,-28,0,77.0,76.0,1732.7650689747666,1469.0367848188664
2017-03-25,973,2017,1,Docklands,St Kilda,Melbourne,1,-30,0,65.5,86.5,1454.2658322668065,1335.1374261536148
2017-03-26,974,2017,1,Subiaco,Fremantle,Geelong,1,-42,0,77.0,82.5,1525.4852797837054,1618.5109676214165
2017-03-26,975,2017,1,Docklands,North Melbourne,West Coast,1,-43,0,61.5,82.5,1540.9918070162958,1585.745705873653
2017-03-26,976,2017,1,Adelaide Oval,GWS,Adelaide,0,-56,0,67.0,84.5,1500.481074167778,1635.814661368935
2017-03-30,977,2017,2,M.C.G.,Richmond,Collingwood,1,19,1,71.5,69.0,1486.9150593830811,1410.2644114357256
2017-03-31,978,2017,2,Docklands,Sydney,Western Bulldogs,0,-23,0,64.0,82.0,1683.1571272706108,1590.0020049989364
2017-04-01,979,2017,2,M.C.G.,Adelaide,Hawthorn,0,24,1,76.0,76.5,1630.2504483217394,1721.7904251948041
2017-04-01,980,2017,2,Gabba,Essendon,Brisbane,0,27,1,79.0,55.5,1298.8320873457897,1267.0512216602424
2017-04-01,981,2017,2,Sydney Showground,Gold Coast,GWS,0,-102,0,72.5,80.5,1236.1692964337578,1516.0452872149735
2017-04-01,982,2017,2,Subiaco,West Coast,St Kilda,1,19,1,78.5,66.0,1768.824140892333,1394.3151524490706
2017-04-02,983,2017,2,Adelaide Oval,Fremantle,Port Adelaide Power,0,-89,0,64.0,82.0,1344.4082216400056,1508.6447265230222
2017-04-02,984,2017,2,M.C.G.,Carlton,Melbourne,0,-22,0,57.0,80.0,1285.740885501823,1355.0881059713506
2017-04-02,985,2017,2,Docklands,Geelong,North Melbourne,1,1,1,65.0,77.5,1629.5880257651163,1487.9133719976157
2017-04-07,986,2017,3,S.C.G.,Collingwood,Sydney,0,1,1,79.5,64.5,1398.5210208725994,1689.2289800032559
2017-04-08,987,2017,3,Docklands,Geelong,Melbourne,1,29,1,68.5,74.5,1678.789331134996,1367.133281158756
2017-04-08,988,2017,3,Bellerive Oval,GWS,North Melbourne,0,42,1,83.5,67.5,1496.038383538958,1603.712066627736
2017-04-08,989,2017,3,Adelaide Oval,Adelaide,Port Adelaide Power,0,17,1,82.0,71.5,1649.1135675924736,1502.0389234176032
2017-04-08,990,2017,3,M.C.G.,West Coast,Richmond,0,-11,0,70.0,80.5,1601.9377239671485,1538.6584499462074
2017-04-08,991,2017,3,Subiaco,Western Bulldogs,Fremantle,0,-16,0,70.5,72.5,1568.9301522662913,1506.0140247454246
2017-04-09,992,2017,3,M.C.G.,Essendon,Carlton,0,-15,0,71.5,75.0,1312.4638111889242,1313.6957103144175
2017-04-09,993,2017,3,Carrara,Hawthorn,Gold Coast,0,-86,0,63.5,86.5,1662.92730592407,1256.1762001097734
2017-04-09,994,2017,3,Docklands,Brisbane,St Kilda,0,-31,0,71.0,73.5,1228.4194978171079,1431.201569374255
2017-04-13,995,2017,4,Subiaco,Sydney,West Coast,0,-26,0,70.5,78.5,1638.9679242523544,1754.2355512404424
2017-04-14,996,2017,4,Docklands,Western Bulldogs,North Melbourne,0,3,1,75.5,73.0,1551.243151890953,1459.2067414610963
2017-04-15,997,2017,4,Manuka Oval,GWS,Port Adelaide Power,1,31,1,82.5,67.5,1540.5437087055977,1493.0347134956894
2017-04-15,998,2017,4,Adelaide Oval,Adelaide,Essendon,1,65,1,74.0,67.0,1673.1177775143874,1297.5169963265903
2017-04-15,999,2017,4,Docklands,Gold Coast,Carlton,0,26,1,76.5,66.0,1258.5437610328538,1328.6425251767514
2017-04-15,1000,2017,4,M.C.G.,Melbourne,Fremantle,1,-2,0,84.0,67.0,1402.855924444591,1353.701025120763
2017-04-16,1001,2017,4,Docklands,Collingwood,St Kilda,1,-14,0,66.5,82.5,1423.7820766235009,1398.3218300447086
2017-04-16,1002,2017,4,Gabba,Brisbane,Richmond,1,-52,0,67.5,75.0,1246.2992371466544,1516.3606226729135
2017-04-17,1003,2017,4,M.C.G.,Geelong,Hawthorn,0,86,1,74.5,73.0,1643.066687849161,1635.5597450009896
2017-04-21,1004,2017,5,Adelaide Oval,Port Adelaide Power,Carlton,1,90,1,80.0,67.5,1495.0731523658455,1270.6565260243526
2017-04-22,1005,2017,5,Carrara,Adelaide,Gold Coast,0,67,1,78.0,66.5,1661.2138666951141,1301.5297601852526
2017-04-22,1006,2017,5,Docklands,Western Bulldogs,Brisbane,1,32,1,81.0,67.0,1602.3600288171185,1216.066543470198
2017-04-22,1007,2017,5,S.C.G.,Sydney,GWS,1,-42,0,69.5,77.0,1653.7695370539125,1528.5052698354416
2017-04-22,1008,2017,5,Subiaco,Fremantle,North Melbourne,1,5,1,72.0,73.0,1540.8091656860176,1448.0898645349307
2017-04-23,1009,2017,5,M.C.G.,West Coast,Hawthorn,0,-50,0,64.5,79.5,1594.4339384388843,1660.8837953504467
2017-04-23,1010,2017,5,Docklands,St Kilda,Geelong,1,-38,0,59.5,78.0,1414.419073874936,1657.742637499704
2017-04-24,1011,2017,5,M.C.G.,Richmond,Melbourne,1,13,1,66.5,79.5,1521.5933163493698,1345.7477838793363
2017-04-25,1012,2017,5,M.C.G.,Essendon,Collingwood,1,18,1,82.0,67.5,1294.4209071458636,1407.6848327932735
2017-04-28,1013,2017,6,Manuka Oval,GWS,Western Bulldogs,1,2,1,77.5,69.0,1573.6906076817863,1565.289340509233
2017-04-29,1014,2017,6,Subiaco,West Coast,Fremantle,1,41,1,88.5,59.0,1582.268332980053,1381.8985496968903
2017-04-29,1015,2017,6,M.C.G.,Carlton,Sydney,1,19,1,78.0,62.5,1304.1903101488642,1608.5841992075677
2017-04-29,1016,2017,6,Docklands,North Melbourne,Gold Coast,1,13,1,76.0,67.0,1477.000480524058,1273.1698654566771
2017-04-29,1017,2017,6,York Park,St Kilda,Hawthorn,0,75,1,91.0,60.0,1408.4878414376271,1758.049400809278
2017-04-29,1018,2017,6,Gabba,Port Adelaide Power,Brisbane,0,83,1,85.5,65.0,1486.539368241334,1238.1372317780836
2017-04-30,1019,2017,6,Docklands,Essendon,Melbourne,1,-38,0,66.0,79.0,1354.144734714002,1337.751581049255
2017-04-30,1020,2017,6,M.C.G.,Geelong,Collingwood,1,-29,0,69.5,70.5,1663.6738699370128,1387.961005225135
2017-04-30,1021,2017,6,Adelaide Oval,Richmond,Adelaide,0,-76,0,64.0,83.5,1529.5895191794511,1679.5737614236896
2017-05-05,1022,2017,7,Docklands,St Kilda,GWS,1,23,1,76.5,79.0,1474.950122118858,1563.3279664987006
2017-05-06,1023,2017,7,Bellerive Oval,Adelaide,North Melbourne,0,-59,0,61.0,77.5,1673.47277908051,1569.088016276078
2017-05-06,1024,2017,7,M.C.G.,Carlton,Collingwood,0,23,1,86.5,66.5,1289.7573334840636,1412.8673666659704
2017-05-06,1025,2017,7,Docklands,Richmond,Western Bulldogs,0,-5,0,71.0,80.0,1520.6905015226307,1590.6519816923187
2017-05-06,1026,2017,7,Adelaide Oval,Port Adelaide Power,West Coast,1,-10,0,75.0,69.0,1507.3327137516144,1589.4642752883985
2017-05-06,1027,2017,7,Carrara,Gold Coast,Geelong,1,25,1,83.0,68.0,1291.0823297046572,1638.7675084961775
2017-05-07,1028,2017,7,S.C.G.,Sydney,Brisbane,1,54,1,78.0,65.0,1608.0171758723684,1207.343886267803
2017-05-07,1029,2017,7,M.C.G.,Melbourne,Hawthorn,1,-3,0,79.0,74.5,1353.458805640582,1606.5871201280472
2017-05-07,1030,2017,7,Subiaco,Fremantle,Essendon,1,37,1,73.0,62.0,1544.7026073885447,1298.437510122675
2017-05-12,1031,2017,8,Subiaco,Western Bulldogs,West Coast,0,-8,0,73.5,67.0,1562.6716751397053,1770.9829776672295
2017-05-13,1032,2017,8,Sydney Showground,Collingwood,GWS,0,-3,0,69.5,82.5,1392.7640951462424,1569.5926083552115
2017-05-13,1033,2017,8,Docklands,Carlton,St Kilda,0,-19,0,65.5,74.0,1309.8606050037915,1493.685480262347
2017-05-13,1034,2017,8,Adelaide Oval,Melbourne,Adelaide,0,41,1,70.0,65.0,1347.7915764200277,1669.097002753054
2017-05-13,1035,2017,8,M.C.G.,Geelong,Essendon,0,-17,0,65.0,88.5,1612.339073069573,1292.586441688837
2017-05-13,1036,2017,8,York Park,Brisbane,Hawthorn,0,-38,0,67.5,91.0,1204.6262076551313,1737.2543493486016
2017-05-14,1037,2017,8,Jiangwan Stadium,Port Adelaide Power,Gold Coast,0,72,1,79.5,73.0,1480.8140113727834,1302.5107651312617
2017-05-14,1038,2017,8,M.C.G.,Fremantle,Richmond,0,2,1,78.0,69.0,1380.5536758223825,1548.6708080752442
2017-05-14,1039,2017,8,Docklands,North Melbourne,Sydney,1,-42,0,63.0,82.0,1503.4637926035339,1585.7348544850402
2017-05-19,1040,2017,9,Kardinia Park,Western Bulldogs,Geelong,0,-23,0,76.0,62.5,1555.7228078845503,1756.4483270620808
2017-05-20,1041,2017,9,Docklands,Sydney,St Kilda,0,50,1,75.0,79.0,1597.2478590894682,1501.4151966530544
2017-05-20,1042,2017,9,M.C.G.,Hawthorn,Collingwood,0,-18,0,69.5,76.5,1613.590231732624,1384.8010349020512
2017-05-20,1043,2017,9,Sydney Showground,Richmond,GWS,0,-3,0,72.5,72.5,1486.9306242401917,1577.5556685994027
2017-05-20,1044,2017,9,Gabba,Brisbane,Adelaide,1,-80,0,69.5,78.5,1228.290325271109,1628.174659716865
2017-05-21,1045,2017,9,M.C.G.,Melbourne,North Melbourne,1,-14,0,71.5,77.5,1413.7139194562167,1451.9507879991058
2017-05-21,1046,2017,9,Subiaco,Fremantle,Carlton,1,35,1,66.0,68.5,1572.293859657435,1302.1308886130842
2017-05-21,1047,2017,9,Docklands,Essendon,West Coast,1,61,1,88.0,67.0,1358.4771876963293,1607.9318449223845
2017-05-25,1048,2017,10,Kardinia Park,Port Adelaide Power,Geelong,0,-2,0,61.5,83.5,1488.7275137514596,1763.6330742054913
2017-05-26,1049,2017,10,S.C.G.,Sydney,Hawthorn,1,-6,0,71.5,77.0,1633.2122597819796,1589.9296847586063
2017-05-27,1050,2017,10,Docklands,St Kilda,Western Bulldogs,0,-40,0,69.5,77.0,1450.450795960543,1548.5380607411398
2017-05-27,1051,2017,10,Adelaide Oval,Fremantle,Adelaide,0,-100,0,56.0,82.0,1407.5240275997164,1645.9035836982775
2017-05-27,1052,2017,10,Traeger Park,Melbourne,Gold Coast,1,35,1,82.5,71.0,1370.3581049981133,1284.5972627525855
2017-05-27,1053,2017,10,M.C.G.,Essendon,Richmond,0,-15,0,80.5,67.5,1342.712111887599,1515.756837745262
2017-05-28,1054,2017,10,Docklands,North Melbourne,Carlton,0,17,1,69.0,74.5,1465.3066024572092,1296.9007206708027
2017-05-28,1055,2017,10,Subiaco,West Coast,GWS,1,-8,0,71.0,74.0,1753.696920731115,1563.7294550943325
2017-05-28,1056,2017,10,M.C.G.,Collingwood,Brisbane,1,45,1,85.0,56.0,1448.461581876069,1200.5614012896965
2017-06-01,1057,2017,11,Adelaide Oval,Hawthorn,Port Adelaide Power,0,-51,0,66.5,82.5,1606.7887364885144,1498.614192872697
2017-06-02,1058,2017,11,Kardinia Park,Geelong,Adelaide,1,22,1,75.0,61.0,1768.746395084254,1636.9714112916631
2017-06-03,1059,2017,11,Sydney Showground,GWS,Essendon,1,16,1,77.0,65.5,1611.2008908941934,1334.6209957010483
2017-06-03,1060,2017,11,Docklands,Richmond,North Melbourne,0,35,1,86.5,63.5,1483.8479539318125,1513.556473111832
2017-06-03,1061,2017,11,Carrara,West Coast,Gold Coast,0,-3,0,74.0,79.5,1561.225484931254,1298.2264452129982
2017-06-04,1062,2017,11,Subiaco,Collingwood,Fremantle,0,20,1,90.0,64.0,1414.268446529515,1571.4562000063308
2017-06-08,1063,2017,12,S.C.G.,Western Bulldogs,Sydney,0,-46,0,65.5,80.5,1559.4123266952195,1616.3532080520715
2017-06-09,1064,2017,12,Adelaide Oval,St Kilda,Adelaide,0,-57,0,74.5,77.5,1439.5765300064634,1642.4026272235963
2017-06-10,1065,2017,12,Docklands,Essendon,Port Adelaide Power,1,70,1,78.5,67.5,1369.548428433063,1503.13918263973
2017-06-10,1066,2017,12,M.C.G.,Hawthorn,Gold Coast,1,-16,0,68.5,82.5,1627.2637467214813,1297.8157951330113
2017-06-10,1067,2017,12,Gabba,Brisbane,Fremantle,1,57,1,91.0,64.5,1219.7545366362506,1380.097873276
2017-06-11,1068,2017,12,Docklands,Carlton,GWS,1,1,1,73.0,74.5,1328.65085001618,1591.2734581621787
2017-06-12,1069,2017,12,M.C.G.,Collingwood,Melbourne,0,-4,0,73.5,81.5,1435.6267732598458,1371.7289225377006
2017-06-15,1070,2017,13,Subiaco,West Coast,Geelong,1,13,1,80.5,72.0,1706.6361350112409,1608.3151791523208
2017-06-16,1071,2017,13,Docklands,North Melbourne,St Kilda,1,-17,0,69.0,83.5,1457.276970128393,1432.4576454625562
